Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch;;;;;;;;;;;;;
639703920,4,2018-12,Singapore,Enjoyed the parade and snow fall..pretty packed during parade though..no more fireworks as the castle is under reno .,Disneyland_HongKong;;;;;;;;;;;;;
639675534,5,2018-12,Australia,Disneyland had always been a dream to visit since a small child and it didn't disappoint. Great place for kids (no matter what age). All the worlds had something for everyone. Be prepared to wait for some rides. Food and drink stalls everywhere with plenty of bathroom facilities.,Disneyland_HongKong;;;;;;;;;;;;;
"639651854,5,2018-12,Singapore,""We went on a Tuesday on the first week of December. It was not crowded. We were able to go on the rides twice. (Ironman, Hyper space mountain ,RC racer, Big grizzly bear run away mine cars)My favourite ride is RC Racer and Big Grizzly Bear. The queue is less than 15 minutes. Park is well managed and staff polite. My 10 year old daughter enjoyed every time of our time there."",Disneyland_HongKong";;;;;;;;;;;;;
639591287,5,2018-12,Singapore,We had a fantastic time at Disneyland after a gap of 5 years. Some new rides were added and the night parade was awesome. We were initially sad that the fireworks at night was gone. But the night parade didn   t disappoint!! Don   t miss the Ironman ride which is thrilling. Even my 4.5 y.o son was able to enjoy and took it 3 times! Only complaint is almost all the main course sold in the restaurants and foodcourt there were too way overpriced as compared to normal restaurants in town. Sensible rule that selfie stick is not allowed inside. ,Disneyland_HongKong;;;;;;;;;;;;;
"639588094,5,2018-12,Canada,""It's small in comparison to LA,  but rides were fun,  and almost no lines!   We never spent any more than 5 minutes waiting in line.  The app is great as it lets you check line times as well."",Disneyland_HongKong";;;;;;;;;;;;;
"639544170,3,2018-12,Canada,""Lot of constructions on the way, tones of visitors inside the souvenir shop without crowd control. Almost 30 mins line up on cashier check out."",Disneyland_HongKong";;;;;;;;;;;;;
"639526309,3,2018-12,Australia,""Hong Kong  Disneyland is the smallest of all Disneylands.  Suitable for  young children .   We travelled with teenagers, as such  did not offer the  excitement of other Theme Parks.The Park is very clean  and well maintained."",Disneyland_HongKong";;;;;;;;;;;;;
639493185,5,2018-11,India,Need two days to cover the entire park. Kids will love it . Go early when the park opens to avoid long queues. Throughly enjoyed the park.,Disneyland_HongKong;;;;;;;;;;;;;
639385882,5,2018-12,Singapore,Always stay for the final parade. Worth the while and squeeze. Grab a good spot to seat near the christmas tree and you will not be disappointed.  Shows every 15  30 mins before the final event.  Make sure you seat all the rides!,Disneyland_HongKong;;;;;;;;;;;;;
639377595,4,2018-12,Singapore,Was there for 2 days (Sunday n Monday) during December holidays. My daughters are happily posing with the Disney princesses n enjoying some of the rides. Enjoyed watching the Mickey and the Wondrous Book.  Food was ok in Disneyland but could have improved better.,Disneyland_HongKong;;;;;;;;;;;;;
"639248372,5,2018-11,India,""Truly Disney.....  A place that showcases about all the Disney characters....  We did a lot is shopping.  One day was not enough, need at least 2 days to enjoy the whole day.  The end of the day parade was awesome."",Disneyland_HongKong";;;;;;;;;;;;;
639176495,5,2018-12,Singapore,Visited HK Disneyland for the 3rd time. Experienced the new Iron Man ride which was realistic. Ant Man is the new attraction slated to be released in Mar 2019. Sadly no fireworks due to the castle is undergoing upgrading works.,Disneyland_HongKong;;;;;;;;;;;;;
"639119522,4,2018-12,Malaysia,""If you are a disney fan..so this is the place that you should go. Interesting 4D rides, entertaining live shows ( lion king ), met up disney characters, beautiful disney props ( castle ) & exciting souvenir shops. Few might think disneyland for younger kids ( definitely agree ). Adults who like mickey, minnie & donald duck can enjoy this place too. "",Disneyland_HongKong";;;;;;;;;;;;;
639082709,4,2018-12,Singapore,It's my family's first visit to HK Disneyland. The year end season provides both the climate and the atmosphere for christmas themed shows and celebrations taking place in the park though the day. It's a great place for children with various rides shows eateries which are family and child friendly. My only tip is to try and go on a weekday as the crowds in the weekend are understood to be really massive. I was there on a Monday in december and the crowd was sizeable with waits for rides going up to 30 minutes for the more popular ones. My thoughts are that a 1 day visit is sufficient unless you intend to go for all the rides shows and you have children with you.,Disneyland_HongKong;;;;;;;;;;;;;
"639080102,5,2018-2,Hong Kong,""A pain. Over expensive. Over cheesy, touristic rip off in one centre. Felt like my entire life   s savings were being squeezed out of me. Ok for the kids but even they got bored of stuff too quickly. Needs rethinking"",Disneyland_HongKong";;;;;;;;;;;;;
639048510,4,2018-12,Thailand,Just like the other Disneylands but here in Hong Kong is quite small. We were there on Monday but still quite crowded.,Disneyland_HongKong;;;;;;;;;;;;;
"639041135,4,2018-11,Malaysia,""Too many places closed down for renovation. We did not experience a lot of fun stuff. We had fun with roller coaster, but that's about it. Personally, I like the shopping part. Their souvenirs are awesome, too many choices! Foods are expensive, but delicious. Not too much to say, but overall its a very good experience for us."",Disneyland_HongKong";;;;;;;;;;;;;
"639039779,4,2018-10,Hong Kong,""Great day out for family, avoid weekends and July August. Nice new attractions and seasonal themes. bring your empty bottle with you, food and drink are very expensive."",Disneyland_HongKong";;;;;;;;;;;;;
"639032959,4,2018-12,Hong Kong,""Always a nice entertainment, with good attractions. The only two negative aspects are the price and food options."",Disneyland_HongKong";;;;;;;;;;;;;
"638867384,4,2018-12,Singapore,""The experience starts with taking the MTR to Disneyland. Very thrilling for the kids. Overall, the kids enjoyed themselves. Although it was crowded, the crowd control was done very well and they managed to get masses of people organised and happy. The shows were also quite a masterpiece both in terms of overall experience and showmanship. Enjoyed the ironman ride."",Disneyland_HongKong";;;;;;;;;;;;;
"638754324,4,2018-12,Malaysia,""This is our first visit to Hong Kong Disneyland. Our impressions are biased towards Tokyo Disneyland as we have been there prior to HK Disneyland. Apart from the rather small Sleeping Beauty Castle being under renovation, what stood out were how small the park was and expensive food. As it was not yet peak visitation and helped by slightly rainy weather (which also ruined some outdoor shows and parades), we managed to cover all the rides and shows we wanted in a day. Of all the attractions, we liked The Festival of the Lion King, Mickey and the Wonderous Book, Iron Man Experience and Mickey   s Philharmagic."",Disneyland_HongKong";;;;;;;;;;;;;
638739579,5,2018-6,Australia,The rides are almost similar with other Disneylands too. It   s ok to go one time just to see how Hong Kong Disneyland feels.,Disneyland_HongKong;;;;;;;;;;;;;
638701393,5,2018-10,Hong Kong,God I love this place.  Not as big as the Paris one but just as much fun.  The entertainment is spot on and very well organised.  Buy a fast pass though.,Disneyland_HongKong;;;;;;;;;;;;;
"638511615,2,2018-11,Philippines,""When we arrived there the castle was closed and some other rides were not operating, but still had to pay full price. We ate a meal there and it was absolutely tasteless, in fact the worst meal i have had for years.We ordered Shabu Shabu from the Japanese outlet. I wanted to order fish & chips from somewhere near the goldmine but the restaurant was closed.Corn on the cob about US$6, ice cream terribly expensive. My wife enjoyed visiting Disneyland, seeing a couple of parades, a couple of shows and many photos but it would have been more enjoyable if we had children. BUT i am sure it would have cost a lot more because they would be wanting ice cream, toys, pop corn drinks etc and i would not have been prepared to pay these ridiculous prices."",Disneyland_HongKong";;;;;;;;;;;;;
"638485655,5,2018-8,Hong Kong,""Especially now that Shanghai Disneyland has been opened (which is much bigger) the number of people visiting Hong Kong Disneyland has dropped dramatically. Bad for Disney, but GREAT for Hong Kong people visiting Disneyland. Highly recommended   especially if you have kids!"",Disneyland_HongKong";;;;;;;;;;;;;
"638479949,4,2018-11,Canada,""No matter which Disneyland you go, it's still the happiest place on Earth.  All visitors have a smile on their faces   both young and old.  Very conveniently located.  Seems like all roads lead to Disney"",Disneyland_HongKong";;;;;;;;;;;;;
"638478152,5,2018-10,India,""Disneyland is made basically for children but it   s really amazing for adults too. we were there in first few of October and it was not so busy time there, still 2 days are not sufficient to enjoy the whole Disneyland. We enjoyed there every second of the time we spent there. Not only your children, you will not like to come back from Disneyland. Everything is made there is to mesmerise you. Starting from the toy train to meeting the ICONIC Mickey mouse. You can   t forget a single second of your time spent here.Disneyland is divided in 7 sections. In which only two sections have rides, in which fantasyland is for young children and tomorrowland is for adults and teens.Other than rides, you will see, ironman museum with an awesome 7D show. Another 7D show is about Mickey Mouse and Donald Duck.   it   s an small world    ride in a boat is simply the most charming. Well I will not say much about other attractions, but all are equally awesome. Park is super clean and well maintained. You won   t find anything which looked dirty or worn out. Staff is very supportive. When we were there HALLOWEEN was around corners, so the whole park was decorated with Halloween theme. Entry fee has just right price tag but rest everything inside is so costly. A half litre water bottle costed 35 HKD. A mickey shaped lighting balloon costs HKD 150. Logically this balloon should cost less than 15 HKD (150INR) in India. Other than attractions, you can also shop there extensively, from a basic T shirt to a great party wear gown, a simple water bottle to soft toys, everything related to Disney is there for sale. Prices are obviously so high. A basic T shirt for 2 yr child was priced for 200 HKD (2000 INR). A doll set of 24 small dolls set back me 400 HKD(4000INR). I have not visited other Disneylands, but this one is so mesmerising that your brain will refuse to forget the instances of Disneyland. Overall it   s a must visit place if you are in Hong Kong."",Disneyland_HongKong";;;;;;;;;;;;;
"638438046,4,2018-4,Hong Kong,""As a resident of Hong Kong, and very close to Disneyland, we   ve been visiting here often ever since it opened. We used to have yearly passes for the whole family. It is such an awesome escape from the frantic, sometimes    dirty    city life that surrounds it. All the normal Disney characters can be seen plus a number of new (to Disney)    Marvel    characters and Marvel inspired rides. Favourites of our family include the Jungle River Cruise, Grizzly Gulch, It   s a Small World, TeaCup ride, Slinky Dog and Mystic Manor. The staff are almost always friendly and helpful and the shows and parades are ALWAYS jaw dropping and definitely not to be missed. Watch out for the sporadic street performances of the street sweeper drummers who have an amazing drum perscusion show based on their garbage bins and cleaning implements. Also watch out for the    cleaner    who paints (using water) Disney characters literally on the street road. There are only really two possible negatives to the Disney experience. A very limited selection of western style (and quality) foods in some of the Disney resteraunts. Lastly, if it   s a mainland China holiday Disney can be quite unpleasant with the crowds. The best plan is to ALWAYS try and get there for opening time for less queues and crowds. Having said that, the iconic fireworks show is well worth hanging around for. Oh, and get there by train. Disney has its own train station. It   s the cleanest, quickest, cheapest way to get there. Have a GREAT trip to Disneyland. I thoroughly recommend it."",Disneyland_HongKong";;;;;;;;;;;;;
"638437626,4,2018-12,Australia,""i visited here about 15years ago and it was great then. now not so sure. average waiting time was over 60 mins. food was not good. best option was the popcorn. public shows were great in main street, especially the Xmas show.if you go make sure you buy the express pass otherwise you will wait all day for a couple of rides.."",Disneyland_HongKong";;;;;;;;;;;;;
"638399078,5,2018-10,United States,""We enjoyed our two day visit to Hong Kong Disneyland. It is on the small side compared to other Disney Parks, but it is run perfectly just like all the others. The Mystic Mansion was our favorite ride. We did not encounter any overly long lines and our time there was very memorable. We were kind of surprised that there was not a wide verity of flavored popcorn's like they have in Japan. "",Disneyland_HongKong";;;;;;;;;;;;;
"638229418,5,2018-4,Philippines,""One day is not enough to explore the entire Hongkong Disneyland. As a family with a Kiddo it took us two days to roam the entire park. When you enter the park make sure that you have your own Disneyland Map Park with you. This way you can plan your day. Watch out for the time allotted for different shows.The shows were fantastic, the circle of life is even more fantastic.There will be long queue for every show it is an advantage to get a fast pass to escape the long line. Except for picture taking with Minnie and Mickey Mouse you have to endure the long queue because there   s no fast pass for this.The jungle river experience is a must! For water if thirsty there should be water fountain in the park just locate it in the map, anyway selfie stick is not allowed inside the park. "",Disneyland_HongKong";;;;;;;;;;;;;
"638139255,4,2018-12,United Kingdom,""We are used to going to Disneyland & Disney World in USA and have been several times to Disneyland Paris and compared to Disneyland Paris it is very tiny, so be under no illusion it   s a very piece of Disney and not many of your favourite traditional Disney rides. That said we had a great time, we brought a 2 day pass as there was not much difference in price of 1 day before we went, we also purchased the food package of 2 meals and a snack. The food you get with this deal is very filling and we struggled to get through all the food we could have. The snack was either popcorn or an ice cream and the meals were full size dinners with soft drink. Everything that we ate was very tasty.Possibly the 1 meal and a snack option would have suited us better.It was very quiet there when we went and hardly had to queue for the rides and didn   t need to use fast passes at all.decorations for Christmas were really good but I was disappointed that there was not much In the way of Disney Christmas ornaments to purchase.All in all we had a great time, I still can   t get over how small the castle is, I thought the one in Paris was small but it   s huge in comparison to the one here."",Disneyland_HongKong";;;;;;;;;;;;;
637971019,3,2018-1,South Africa,Disneyland is Disneyland and if you have been to one I wouldn   t recommend going to visit! With kids yes but it is overpriced and a little boring to be honest,Disneyland_HongKong;;;;;;;;;;;;;
"637934986,3,2018-12,China,""Took my daughter to HK Disneyland for her 5th birthday. Disneyland hotels are hugely overpriced, so we booked a hotel outside Disney. The Park itself is beautiful, so are most of the shows  I loved Magic Manor and my daughter loved the Lion King show. The parade was great, but a bit too short. A few things went bad though  lots of waiting for every ride  15 25  minutes. Kids got tired and we gave up on some rides. The food is overpriced and tasted bad  The Main Dining Hall (up to 20 USD for a tasteless meal), food stalls with outdated corn for 4 USD 4, sausages 5 USD. Actually all soft drinks in the Park cost HKD 32 ( 4  USD) and you are not allowed to bring your own food! Another point  it's close to Christmas time, a lot of Christmas music was being played non stop including Church hymns like Hark! The Herald Angels Sing, O Come All Ye Faithful, etc. Sounds too religious, not suitable for kids, a bight of brainwashing so to say. And no wi fi at the park at all. For the families with young kids I recommend 1 day visit after a heavy breakfast.)"",Disneyland_HongKong";;;;;;;;;;;;;
637824402,5,2018-11,United Kingdom,Great place for all ages to go. Went here on a week day which was good and the place weren't that busy thank god making it a lot easier to get on rides in no time. There was a lot of old people which was different showing no matter how old you get you can still enjoy Disney. Stayed here all day to watch parade so was worth it. Value for money Highly recommend. Booked a two way transfer save the hassle of train espically when travelling with little kids.,Disneyland_HongKong;;;;;;;;;;;;;
637801329,5,2018-10,Philippines,We had so much fun! This was my favorite activity we had in HK. It was a magical experience indeed. Big thanks to Klook we we're able to get the most affordable ticket for Disneyland. A day of visit is totally not enough especially on a weekend and you want to experience all the rides and take pictures with Disney characters.,Disneyland_HongKong;;;;;;;;;;;;;
"637717411,4,2018-12,Philippines,""I already had my Disneyland experience in Anaheim, California USA and wanted my 7 year old grandson to enjoy the experience. We expected a big crowd, being a Saturday, and true enough, we had to fall in line for rides. We opted for less crowded attractions.In the bumper car area, the grandkid passed the height test but without notice that he had to be at least 8 years old, he was not allowed in. There were few staff members positioned to assist, and we had to get information from vendors manning their kiosks.What made our Disney experience worth it was the amazing parade. Sadly, there were no fireworks for is that night."",Disneyland_HongKong";;;;;;;;;;;;;
"637646223,5,2018-12,Singapore,""Rides were family friendly and disability friendly, with a mix of intense and relaxed rides, exhibitions and shows. As expected, the facade of the theme park was intricate and well maintained. Food items were also cleverly designed and incorporated Disney symbols into their design. I would highly recommend families to buy a meal combo ticket (lunch dinner 2 drinks snack) to get the most bang for your buck.Please view the following photos to experience the beauty of this Theme Park."",Disneyland_HongKong";;;;;;;;;;;;;
"637558796,4,2018-11,United Kingdom,""Third Disney park we have visited as usual full of the Disney magic. Hong Kong has been the smallest one we have visited but also had the shortest queues and was not as crowded as OrlandoAnd Paris. The bus service from the park to the hotels is also much better than Paris as proper queueing system. Happy to of ticked another Disney off the list, "",Disneyland_HongKong";;;;;;;;;;;;;
"637537249,5,2018-12,United States,""It was a dream of mine to visit all 6 Disney parks around the world and this was the 5th one I got to check off! We had wonderful weather and it was pretty quiet during the day. We went during Halloween Time so the parades were very fun and the kids enjoyed themselves. I have never seen a Disney park offer merchandise discounts if you come before noon, so definitely take advantage of that. It is very small like the original Disneyland but is unique in it's own way. It definitely has the best Thunder Mountain of any park around the world!"",Disneyland_HongKong";;;;;;;;;;;;;
"637360774,4,2018-12,Australia,""Great place to spend with the young ones, better for kids over 6 years as more rides options. Our favourite is the small small world and Mickey mouse 3 D cinema show. Toy story unable to due to her height and then 2 rides waiting timing was 50 mins. Do stay for 6pm and 6.30pm Christmas light and concert shows. The 8pm parade is worth while too. Pre purchase ticket via Klook cheaper but meal voucher I don't really suggest."",Disneyland_HongKong";;;;;;;;;;;;;
"637328126,4,2018-11,Philippines,""The family spent one whole day in HK Disneyland and apparently it is still not enough. There were just so many things to see, watch, ride and do. We arrived just after the gates opened and already the place teemed with guests. It helped that we bought our tickets online (and cheaper) as we were able to skip the ticket counters and breezed through the entrance. We were greeted by rows of souvenir shops and rows of cheery greeters before the kids raced towards the rides. Us adults appreciated that there is (already) a Starbucks along the Main Ave which provided a caffeine respite every now and then. We appreciate the numerous pockets of benches for rests and very helpful staff who consistently provided assistance to our queries.We loved our photo ops with Cinderella and Snow White as well as the Lion King and Moana shows."",Disneyland_HongKong";;;;;;;;;;;;;
"637245098,5,2018-11,United States,""So we were in HK with kids and grandkids. They all love Disney but have only been to Orlando. We took them for the day here. Couple of thoughts:1. Its a very compact park, you can do it all in a day.2. Its easy to get to by taxi or train.3. While the tickets compare in price to Orlando, stuff inside is less expensive (really!).4. The VIP experience is worth it, especially if the park is busy. Be sure to get the armbands for the parade   you get the best seats possible with no jockeying.5. Weather was perfect in November, weekdays not crowded at all, weekends are crowded, especially with mainlanders since completion of high speed rail (my assessment),"",Disneyland_HongKong";;;;;;;;;;;;;
"637237172,5,2018-3,South Africa,""What a nice place to visit. Loved it, never been to any other Disney land, so this was quite the experience.  Restaurants, stalls, games, rides, shops.  Loved it."",Disneyland_HongKong";;;;;;;;;;;;;
"637203765,1,2018-11,Thailand,""Full of Mainland tourists, spitting and pushing and shoving. IS NOT THE HAPPIEST PLACE ON EARTH!!! Expensive!!"",Disneyland_HongKong";;;;;;;;;;;;;
"637124175,5,2018-1,Malaysia,""we arrived around 15 minutes before the gates were open and stayed all day until it closed. thats how much fun we had there! of course travelling with kids there are lots of breaks you'd have to take. we enjoyed the parades, and the fireworks. for muslims travellers there is a prayers room even with an ablution area! although its not labelled as musolla and it can be use by all religions but i should give credit for the their thought of having an ablution area. the prayer room is spacious and enclosed so our children could rest for a while while we prayed. most of the rides are suitable even for my 4 year old daughter although few are not. the food at the cafeteria were also delicious."",Disneyland_HongKong";;;;;;;;;;;;;
"637121787,5,2018-10,Hong Kong,""Having worked at Disneyland in California for quite some time I can honestly say that Hong Kong Disneyland delivers the Magic! It   s a great place for a date, to hang out with friends or to take the whole family. It   s a Small World is incredible and has hidden characters from Disney movies throughout it! Thunder Mountain was my absolute favorite ride (for slightly older kids and adults) and the shows were great! We saw the Festival of the Lion King and Mickey and the Wondrous Book! Both amazing! The Moana show was ok but Moana didn   t sing so we left. Good food options and lots of lands to explore. Definitely smaller than Disney so if you start early you could see most of the park in a day. I turned in my day pass for an annual which was cool because they let you put your paid amount towards the full year! Oh and there is free Wi Fi throughout the park. Looking forward to heading back! "",Disneyland_HongKong";;;;;;;;;;;;;
"637088934,5,2018-10,United States,""Hit all the rides in under 2 hrs. Love this place! I went mid day in October,and there were no crowds."",Disneyland_HongKong";;;;;;;;;;;;;
637051404,4,2018-11,United States,It   s a little small compared to other Disney parks. The castle and jungle cruise ride were closed.  The queues were short. My family had a great time.,Disneyland_HongKong;;;;;;;;;;;;;
637027244,5,2018-10,Canada,We spent 2 days here exploring the park and visiting Disneyland Hong Kong. As a Disney fan we enjoyed it and the park does a great job with the whole Disney experience. Many of the rides are similar to what you would find at Walt Disney World but we had to see for ourselves the park as we are on a quest to visit all of the Disney Parks around the world. Crowds were manageable and the weather was perfect during our visit. ,Disneyland_HongKong;;;;;;;;;;;;;
636984092,5,2018-11,Australia,the best every to go to the best every the best every one shold go there it the best every the best the best,Disneyland_HongKong;;;;;;;;;;;;;
"636976244,5,2018-10,South Korea,""As i know this Disneyland is the smallest one in the world. I had visited Tokyo one before I visited here and my experience in Tokyo wasn   t that good, thus i only had a small expectation about it. But i really enjoyed here, attraction were much better than Tokyo one. The best attraction i enjoyed is Mystic manor which i felt kind of childhood innocent. The do not miss Mini Lion King musical! It   s really worth to watch! "",Disneyland_HongKong";;;;;;;;;;;;;
636961092,5,2018-12,India,Our visit to Disneyland was planned solely for son who   s 4 year old. That we would also have so much fun was not known The whole environment is one of gala and celebrations. The different worlds created within Disneyland make for one new experience after the other. It is humanly impossible to do all the rides and there is a fair bit of walking in between the different    lands    and quite a wait for the very popular rides. You can you the fast access to plan though. The only downer was the food options. If you are fussy you should plan your movement through Disneyland to be around the restaurant that serves food that you like. The dining options are a bit pricey for the fare offered but that   s come to be expected of all entertainment parks et al. The rides themselves are brilliant. My wife is particular got nostalgic when she did the small world ride again after 15 odd years. The Iron man ride is a do not miss ride. Couple of pieces of advise:A. Plan your route. For eg. come to the Iron man ride in the evening. Nearly no waiting around that time. Plan where you want to have lunch and decide the route for covering the various lands.B. Plan which rides and attractions you want to cover or are must do. C. Get hold of the maps once you enter and the show timings. There are different shows and the timings vary. Also the popular ones go full sometimes 30 mins in advance. D. And finally see the timing of the parades. There a few in the evening. The grand finale at the park closing time is not to be missed. It gets crowded there so try and get there to get a good path side place. Honestly it   s near impossible to cover the park in a single day. Even most good ones would take a day to cover even at a rapid pace. Two days would give you the ability to cover the park in a relaxed manner. Goes without saying a must do. ,Disneyland_HongKong;;;;;;;;;;;;;
"636957064,5,2018-11,United States,""We are a Disney loving family so this was a must do for us. The park opens later than other Disney parks which worked out for us because we could actually sleep in on vacation. The park is small but absolutely lovely. I found that our only negative was some pushy guests at parade time. There were virtually no lines for most rides. Our hotel gave us fastpasses but we didn   t need a single one. Most rides were actually walk on with no wait at all. We did wait about 20 minutes for Dumbo, I think that   s it. I would have liked to have seen more offerings to meet the characters. Cast Members were friendly but not quite up to the usual Disney standard. Overall, wonderful but small park, easily done in a full day. "",Disneyland_HongKong";;;;;;;;;;;;;
"636956072,4,2018-1,Philippines,""It   s always fun to visit Disneyland!The hype begins (if you   re commuting to Disneyland) when you transfer to the Disney train with Mickey Mouse shaped windows. Children will always have fun in Disneyland. The adults in our trip also appreciated adult friendly rides. Points for improvement:   cleaner and more accessible public toilets   healthier dishes in the menu for children  English as main language in rides and of characters mascots plays We ended up staying in Hotel Disneyland as well where the amenities and rooms were spacious, clean and stayed true to Disney designs. A little pricey, as expected but you get your money   s worth with the amenities, service, privacy and security of the property, and the decor. Sharing Disneyland train and Disneyland Hotel photos. "",Disneyland_HongKong";;;;;;;;;;;;;
"636822111,4,2018-11,United Kingdom,""We had a lovely full day at Disneyland Hong Kong.We have been to Paris, California and Florida parks and Hong Kong is tiny in comparison but it is a still a fun day if you are in the area.The castle is still there but is partly obscured by construction walls and a crane   it will soon be demolished for a new super castle in 2019 which is really exciting.The park is mostly bilingual with English and Cantonese (and Mandarin on occasions)   we would it hilarious when Mickey and friends spoke in Cantonese.Tips:Highlights of the park that you have to go on   Mystic Manor (a unique experience amongst disney parks with a fusion of ratatouille and haunted mansion rides), Big Grizzly Mountain Runaway Train (a fusion of Exhibition Everest and Big Thunder Mountain and a launch coaster), and Hyperspace Mountain (HKDL version of space mountain). We went on each of these twice and loved them. The rest of the park rides are the same similar as the rest of the parks around the world.Mickey and the Wondrous Book is a really special show and I highly recommend you see it. Each performance was full and it wasn't until our third attempt did we get a seat! It's a fusion of Florida's happily ever after night time show and Paris's Peter Pan night time show. The live singing and performers were all excellent.Both parades were excellent and are your opportunity to see lots of characters at once. Arrive 30 minutes before to get your spot.If you want to meet characters get to the park for 9.30am. Gates open at 10 and there are lots of characters to meet on main street USA before the main park opens at 10.30   Mickey, Minnie, Goofy, Donald and Daisy, Chip and Dale were all out and about.Only negatives of our day were the weak side show performances e.g. Moana home coming and the Christmas stage show. I'd avoid these and use the time to go on rides. Also the shops were always rammed and overflowing with queues snaking around the shop so you couldn't find the end of the line. If you want to get gifts and don't want to queue there is a hong kong disney store at the airport with the same prices and a fair bit of stock."",Disneyland_HongKong";;;;;;;;;;;;;
"636802253,5,2018-12,Singapore,""Love the Princess , Love the show and good place for entertainment. My kids love it.. They enjoy all the ride and love taking pictures.. There fireworks and weather is cooling."",Disneyland_HongKong";;;;;;;;;;;;;
636762728,5,2018-1,Philippines,Cold weather around our visit January 2018. A bit raining also. Not a best time to go at this month. But we still go because the show must go on. Its a dream come true for the kids. But it will the best if your kids around 8years old and up for their have some height limit on the rides.,Disneyland_HongKong;;;;;;;;;;;;;
"636751126,5,2018-12,Philippines,""Make sure to download the Disneyland HK App for easy MAP access and to know all the show schedules of the day. It was very helpful for us that's why we were able to pace and schedule our whole day in Disneyland. :) MTR to Disney was very easy as well! All the food inside were quite expensive even the drinks, so I suggest that you bring your own refillable tumbler so you have water while walking the whole day. Must watch The Lion King show and the Festival Parade!"",Disneyland_HongKong";;;;;;;;;;;;;
"636623334,5,2018-11,Singapore,""Such a beautiful place that one can keep going again and again. Brought our kids there for their school break. A lot of changes, with new attractions, however, we came at the wrong time where a lot of constructions and castle closure which was a put off. The language use... hmmm Mickey talking in Cantonese was a put off. Should stick to English instead. "",Disneyland_HongKong";;;;;;;;;;;;;
"636613334,5,2018-11,Philippines,""Spent a weekend in HK for our daughter   s gymnastics meet. We decided to reward her afterwards with a family day in Disneyland. It was great fun especially since we joined other friends there from the event. Our daughters cartwheeled their way into the entrance. Crowd wasn   t so bad but the castle was under repair so no traditional fireworks to cap the night. Instead, there was light show parade which wasn   t half bad! "",Disneyland_HongKong";;;;;;;;;;;;;
"636594687,5,2018-11,Malaysia,""It was awesome! We went on a Monday and got to see every show and ride every ride that we wanted. Wait times were minimal and crowds were sparse. I would say that my one poor experience came from the cast member responsible for maintaining the line for the Pluto meet and greet. He was quite rude and yelled at children repeatedly, then yelled at parents. A child and parent who got out of line were allowed to rejoin the line ahead of me and my son. This was also frustrating as we had been waiting for quite some time to see Pluto. I didn't find it overly expensive, it's Disney!"",Disneyland_HongKong";;;;;;;;;;;;;
"636521622,5,2018-11,South Africa,""I read alot of reviews on this and was a bit concerned that it wasnt worth going but this was an absolutely amazing experience. I will note that i am a huge disney fan and that this was my first disney part visit.We arrived early and seemed to be at the start of tourist season. It was busy but not too bad. We didnt stand in a line for longer than 20 minutes. When the park opens you are first only allowed in the shopping area, obviously so you can buy stuff and they can make money but there is sooooo much to choose from.We went on most of the rides and went on them twice   once at day and once at night.We bought the tickets and food vouchers on Klook and this was a great savings and also really worth it.The rides were really fun and the overall ride experience was amazing. We thoroughly enjoyed the mine cart in the grizzly grouch area, as well as the star wars ride and the toy story horse shoe.The parades   we watched both the day and night parades   were absolutely spectacular and definitely worth going to   just a tip though is to find a spot about 30 minutes before the parade is due to start as there are alot of people.Also try and find a spot towards the end of main street USA where the road splits to the different parks as the last few floats and characters dont go all the way to the bottom of the road.We also managed to watch two of the shows. The Lion King which was amazing and then Moana which was great but the Lion King was definitely a way better experience.The only let down was that the characters are not walking around so they were only available for short time slots and for a limited amount of people so you had to try and plan your day around this."",Disneyland_HongKong";;;;;;;;;;;;;
"636478172,5,2018-11,United Kingdom,""Disneyland is a must when you visit Hong Kong, it is located near the airport which is out of the way depending on where you are staying.We were staying the New Territories (Sha Tin), fortunately there is a bus that goes to Lantau Island Plaza where we then change to Disneyland bus (R8) which take us straight to Disneyland, all in all taking around 40 mins to get there.There are many ways to get the Disneyland the MTR, the blue coloured taxis or bus, the bus is definitely the cheaper option costing under $50 HKD per person.Entry to the park is quite expensive costing $699 per adult and $515 per child (as of October 2018) in total costing   210 GBP.Within the park there are many various rides that suits all ages, from the infamous Hyperspace Mountain to the jungle cruise.The eatery within the park are reasonable priced. We visited the park during a weekday and even though there was a lot of people in the park, the queues for rides were very good, averaging around a 10 minute wait.The parade is not to be missed and was very well put together. During our visit in October 2018 there was construction work being carried out on the Princess Castle, so there was no firework display in the evening. Overall, we have a fantastic day and out young children loved their time in Disneyland Hong Kong and it was definitely worth the visit. Tips:Visit during a weekday.Pre book buy tickets to see if there are any deals packages."",Disneyland_HongKong";;;;;;;;;;;;;
"636242343,5,2018-11,Philippines,""Crowded but worth it.  I loved the light show at night, Christmas music was played and snowflakes flew in the air. At that instant, I felt the joy of Christmas."",Disneyland_HongKong";;;;;;;;;;;;;
